State,School_Level,School_Locality,School_Size,Subject,Race,Gender,Experience
NJ,Middle,Suburban,250to499,ELA,White,Male,16Plus
PA,Middle,Rural,1000Plus,Math,White,Female,10to15
WI,High,Town,500to999,Math,White,Male,10to15
NY,High,Suburban,500to999,ELA,White,Female,16Plus
MA,High,Suburban,250to499,Math,White,Female,10to15
MA,Middle,Rural,500to999,Math,White,Female,10to15
TN,Elementary,Suburban,250to499,ELA,White,Male,3to9
OH,High,Urban,Lessthan250,Math,White,Female,3to9
MS,Elementary,Rural,250to499,Math,White,Female,10to15
CA,Middle,Town,500to999,Math,White,Female,10to15
NE,High,Rural,500to999,ELA,White,Female,3to9
NY,Elementary,Suburban,1000Plus,Math,Hispanic,Female,16Plus
WI,Middle,Urban,500to999,Math,Black,Female,3to9
DE,High,Suburban,500to999,ELA,White,Female,10to15
NY,Middle,Suburban,1000Plus,ELA,White,Female,3to9
WI,Elementary,Town,1000Plus,ELA,White,Female,16Plus
RI,Middle,Rural,250to499,Math,White,Male,16Plus
LA,Middle,Suburban,500to999,ELA,White,Female,16Plus
KY,Elementary,Town,500to999,NatSci,White,Female,10to15
TX,Elementary,Urban,1000Plus,ELA,Hispanic,Female,16Plus
CA,Elementary,Town,500to999,ELA,Multirace,Female,16Plus
KY,Elementary,Urban,250to499,NatSci,Black,Female,16Plus
NY,Elementary,Suburban,500to999,NatSci,Hispanic,Female,16Plus
NM,High,Urban,Lessthan250,ELA,Hispanic,Female,3to9
NE,Elementary,Suburban,500to999,ELA,White,Female,10to15
CA,High,Suburban,500to999,ELA,White,Female,10to15
NE,High,Urban,250to499,NatSci,White,Female,16Plus
AR,Middle,Suburban,1000Plus,Math,Black,Female,3to9
CA,Elementary,Suburban,250to499,Math,White,Female,10to15
AR,Middle,Suburban,1000Plus,Math,White,Female,3to9
LA,Elementary,Rural,500to999,ELA,White,Female,16Plus
TX,High,Rural,500to999,NatSci,Black,Female,16Plus
TX,Elementary,Urban,500to999,ELA,White,Female,16Plus
AR,Elementary,Urban,Lessthan250,NatSci,White,Female,3to9
MI,Elementary,Urban,500to999,Math,Hispanic,Male,10to15
DE,Middle,Suburban,500to999,ELA,White,Female,16Plus
MS,Elementary,Suburban,250to499,Math,Black,Female,16Plus
MA,High,Rural,500to999,Math,White,Male,10to15
FL,Elementary,Rural,250to499,NatSci,Black,Female,3to9
HI,Middle,Suburban,1000Plus,Math,White,Male,10to15
FL,High,Urban,Lessthan250,NatSci,White,Female,16Plus
CA,Elementary,Suburban,1000Plus,NatSci,Hispanic,Female,16Plus
MA,High,Urban,1000Plus,ELA,White,Female,16Plus
IL,Elementary,Rural,500to999,ELA,White,Female,16Plus
TN,Elementary,Suburban,250to499,Math,White,Male,16Plus
AR,High,Town,250to499,ELA,White,Female,16Plus
NE,High,Rural,250to499,ELA,White,Female,10to15
LA,High,Suburban,500to999,Math,White,Female,10to15
OH,Elementary,Urban,1000Plus,ELA,White,Female,16Plus
DC,High,Suburban,250to499,NatSci,White,Female,10to15
MO,Elementary,Suburban,Lessthan250,ELA,White,Female,3to9
MA,High,Suburban,500to999,NatSci,White,Female,16Plus
DE,Middle,Urban,250to499,ELA,White,Female,16Plus
DE,High,Town,250to499,Math,White,Female,16Plus
OH,Elementary,Suburban,500to999,ELA,White,Female,3to9
SC,Elementary,Suburban,500to999,Math,White,Male,16Plus
NE,Elementary,Suburban,500to999,ELA,Black,Male,16Plus
RI,Elementary,Urban,500to999,NatSci,White,Female,16Plus
OR,High,Rural,250to499,Math,Black,Female,3to9
TN,High,Town,500to999,ELA,White,Female,3to9
IN,Middle,Suburban,250to499,ELA,White,Female,10to15
NY,High,Suburban,250to499,NatSci,White,Female,16Plus
OH,Elementary,Rural,500to999,Math,White,Male,10to15
FL,Elementary,Urban,500to999,NatSci,White,Female,10to15
NE,High,Rural,500to999,Math,White,Female,10to15
MS,Middle,Urban,500to999,NatSci,White,Male,16Plus
NY,High,Suburban,500to999,NatSci,White,Female,3to9
NY,Elementary,Rural,250to499,ELA,White,Male,3to9
WV,High,Town,500to999,NatSci,White,Female,16Plus
IL,High,Town,500to999,ELA,White,Female,16Plus
TN,Elementary,Suburban,1000Plus,ELA,White,Female,10to15
MA,Elementary,Suburban,1000Plus,Math,Black,Female,16Plus
WI,Middle,Urban,250to499,ELA,White,Female,3to9
WI,Elementary,Suburban,500to999,ELA,White,Female,10to15
OH,High,Rural,500to999,NatSci,White,Female,16Plus
CA,High,Urban,1000Plus,ELA,White,Male,16Plus
DE,Elementary,Suburban,1000Plus,Math,White,Male,10to15
MA,Elementary,Urban,500to999,Math,White,Female,3to9
NM,Elementary,Urban,1000Plus,ELA,White,Female,10to15
FL,Elementary,Town,250to499,NatSci,Hispanic,Female,3to9
NE,High,Urban,1000Plus,Math,White,Female,10to15
NM,Elementary,Town,500to999,Math,White,Male,16Plus
GA,Elementary,Rural,1000Plus,Math,Black,Female,16Plus
AR,High,Rural,500to999,NatSci,White,Female,10to15
MA,High,Urban,250to499,Math,White,Female,3to9
RI,Elementary,Suburban,250to499,ELA,Hispanic,Male,10to15
AL,Middle,Town,Lessthan250,NatSci,Black,Female,16Plus
MI,Elementary,Suburban,250to499,Math,Hispanic,Female,16Plus
RI,Elementary,Suburban,250to499,NatSci,White,Female,10to15
MS,Elementary,Urban,Lessthan250,ELA,White,Female,3to9
NM,Elementary,Urban,250to499,ELA,Asian,Female,16Plus
NY,Elementary,Urban,Lessthan250,Math,Hispanic,Male,16Plus
KY,Elementary,Town,1000Plus,ELA,White,Female,10to15
NE,Elementary,Suburban,250to499,ELA,Multirace,Male,10to15
OH,Elementary,Rural,500to999,ELA,Black,Female,16Plus
MA,Elementary,Rural,1000Plus,Math,White,Female,16Plus
NM,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
AR,Elementary,Suburban,500to999,Math,White,Female,3to9
MA,Elementary,Suburban,250to499,Math,Hispanic,Male,16Plus
NE,Elementary,Suburban,500to999,Math,White,Female,10to15
RI,Middle,Suburban,250to499,ELA,White,Female,16Plus
TX,Elementary,Suburban,250to499,NatSci,White,Female,3to9
GA,Middle,Urban,Lessthan250,ELA,White,Female,16Plus
DE,Elementary,Town,Lessthan250,NatSci,White,Female,16Plus
NE,Middle,Suburban,500to999,NatSci,White,Female,3to9
FL,High,Rural,500to999,Math,Hispanic,Female,3to9
KY,Elementary,Suburban,500to999,Math,White,Female,3to9
NM,Elementary,Urban,1000Plus,ELA,White,Female,3to9
KY,High,Suburban,500to999,ELA,White,Female,16Plus
CA,High,Urban,500to999,ELA,White,Male,3to9
OH,High,Rural,500to999,Math,White,Female,10to15
TX,Elementary,Suburban,500to999,Math,White,Female,10to15
TX,Elementary,Suburban,Lessthan250,Math,White,Male,3to9
TN,Middle,Suburban,Lessthan250,ELA,White,Female,10to15
WI,Elementary,Suburban,1000Plus,Math,White,Female,16Plus
IL,Elementary,Town,1000Plus,Math,White,Female,3to9
AR,Elementary,Rural,250to499,ELA,Hispanic,Female,10to15
CT,Elementary,Rural,500to999,Math,White,Male,16Plus
KY,Elementary,Urban,250to499,Math,White,Male,3to9
NM,High,Suburban,1000Plus,ELA,White,Female,10to15
OH,Middle,Town,500to999,ELA,White,Female,10to15
OH,Middle,Town,500to999,NatSci,White,Male,16Plus
NE,High,Town,500to999,ELA,White,Female,16Plus
CT,Elementary,Rural,250to499,ELA,White,Female,16Plus
CA,High,Urban,Lessthan250,ELA,White,Female,16Plus
FL,Elementary,Rural,250to499,ELA,White,Female,10to15
MA,Elementary,Suburban,500to999,Math,Hispanic,Female,16Plus
FL,Elementary,Rural,250to499,NatSci,White,Female,10to15
NE,High,Rural,500to999,NatSci,White,Female,16Plus
WV,Middle,Urban,1000Plus,NatSci,White,Female,16Plus
WA,High,Rural,500to999,NatSci,White,Male,10to15
MA,Elementary,Urban,1000Plus,ELA,White,Female,16Plus
WI,Elementary,Town,500to999,ELA,White,Female,10to15
FL,High,Rural,500to999,ELA,White,Female,16Plus
WI,Elementary,Rural,1000Plus,ELA,White,Female,3to9
AR,Elementary,Urban,1000Plus,ELA,White,Female,10to15
VT,Elementary,Urban,500to999,NatSci,White,Female,16Plus
TX,Elementary,Suburban,1000Plus,ELA,Black,Female,10to15
VA,Elementary,Suburban,1000Plus,Math,White,Female,16Plus
IL,Elementary,Suburban,1000Plus,Math,White,Female,16Plus
AR,Middle,Rural,Lessthan250,NatSci,White,Male,10to15
TN,Elementary,Rural,Lessthan250,NatSci,White,Female,16Plus
WV,Elementary,Suburban,500to999,ELA,White,Female,3to9
GA,High,Rural,250to499,ELA,Hispanic,Female,3to9
CA,High,Suburban,250to499,ELA,Hispanic,Male,16Plus
NY,Elementary,Town,250to499,Math,Black,Female,10to15
NM,Elementary,Urban,500to999,NatSci,White,Female,16Plus
CA,Middle,Rural,500to999,NatSci,White,Female,10to15
LA,High,Urban,250to499,Math,White,Male,16Plus
FL,Elementary,Rural,500to999,Math,White,Female,16Plus
NE,Elementary,Rural,1000Plus,NatSci,White,Female,3to9
CA,Elementary,Town,250to499,NatSci,White,Male,10to15
GA,Middle,Suburban,1000Plus,NatSci,White,Female,10to15
FL,Middle,Urban,Lessthan250,ELA,White,Female,16Plus
NJ,High,Suburban,500to999,NatSci,White,Female,16Plus
TX,Elementary,Town,1000Plus,ELA,White,Female,3to9
WI,High,Town,Lessthan250,ELA,White,Male,16Plus
MA,Middle,Rural,Lessthan250,ELA,White,Female,16Plus
CA,Middle,Suburban,500to999,NatSci,White,Female,10to15
CO,High,Rural,250to499,ELA,White,Female,16Plus
SC,Middle,Suburban,500to999,ELA,White,Female,16Plus
MA,Elementary,Suburban,250to499,Math,White,Male,3to9
MD,Middle,Town,1000Plus,Math,White,Female,3to9
MS,Elementary,Suburban,250to499,ELA,White,Female,3to9
WI,Middle,Rural,250to499,NatSci,White,Female,3to9
TN,High,Urban,250to499,ELA,White,Female,3to9
NM,Elementary,Urban,500to999,ELA,White,Female,16Plus
HI,Elementary,Urban,1000Plus,NatSci,White,Female,10to15
TN,High,Suburban,1000Plus,ELA,White,Female,16Plus
KY,High,Suburban,500to999,ELA,White,Female,16Plus
VA,Elementary,Rural,500to999,ELA,White,Female,3to9
CA,Elementary,Rural,250to499,ELA,White,Female,3to9
FL,High,Urban,250to499,NatSci,White,Male,Lessthan3
LA,Elementary,Rural,500to999,NatSci,White,Male,16Plus
OH,Elementary,Rural,Lessthan250,ELA,White,Female,3to9
KY,Middle,Rural,250to499,Math,White,Female,16Plus
TN,High,Suburban,500to999,Math,White,Female,10to15
FL,Elementary,Suburban,250to499,NatSci,White,Female,3to9
WI,Elementary,Suburban,1000Plus,ELA,White,Female,3to9
CA,Middle,Town,1000Plus,Math,White,Female,10to15
LA,Elementary,Urban,250to499,NatSci,White,Female,3to9
MS,Elementary,Urban,250to499,Math,White,Female,3to9
NE,Elementary,Suburban,500to999,Math,White,Female,3to9
FL,High,Urban,500to999,ELA,White,Female,16Plus
KY,Elementary,Suburban,1000Plus,ELA,White,Male,16Plus
RI,High,Suburban,1000Plus,NatSci,White,Female,10to15
MS,Elementary,Urban,1000Plus,Math,White,Female,16Plus
WI,Elementary,Rural,500to999,Math,Asian,Female,10to15
WI,Elementary,Suburban,500to999,ELA,White,Female,16Plus
MA,Elementary,Suburban,500to999,Math,White,Female,3to9
CT,High,Town,250to499,ELA,White,Female,16Plus
RI,Middle,Town,1000Plus,Math,Hispanic,Female,3to9
WI,High,Suburban,250to499,ELA,White,Female,Lessthan3
TN,Elementary,Suburban,250to499,Math,White,Female,3to9
MA,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus
SC,Middle,Rural,500to999,NatSci,Hispanic,Female,3to9
FL,Middle,Rural,500to999,NatSci,White,Female,10to15
CO,High,Town,1000Plus,NatSci,White,Female,10to15
TX,Elementary,Suburban,250to499,NatSci,White,Female,3to9
NE,High,Urban,500to999,ELA,White,Female,3to9
IL,Elementary,Urban,1000Plus,Math,White,Female,16Plus
DE,High,Urban,250to499,ELA,Multirace,Female,10to15
CA,Elementary,Urban,500to999,Math,White,Female,16Plus
TN,Elementary,Suburban,500to999,Math,White,Male,10to15
MS,High,Suburban,500to999,Math,White,Male,16Plus
NE,High,Suburban,500to999,NatSci,Black,Female,16Plus
TN,Elementary,Rural,1000Plus,NatSci,White,Female,10to15
WI,Elementary,Urban,500to999,Math,White,Female,3to9
MS,Middle,Rural,500to999,Math,White,Male,16Plus
RI,High,Urban,500to999,ELA,White,Male,3to9
TN,Elementary,Rural,1000Plus,NatSci,White,Male,16Plus
CA,High,Rural,250to499,Math,White,Female,10to15
WI,Elementary,Urban,1000Plus,Math,White,Female,16Plus
NY,Elementary,Town,1000Plus,ELA,White,Female,10to15
NM,Elementary,Suburban,500to999,NatSci,White,Female,3to9
RI,High,Suburban,1000Plus,Math,Black,Female,16Plus
NY,Middle,Town,1000Plus,NatSci,Asian,Female,10to15
NM,Elementary,Suburban,500to999,ELA,White,Female,3to9
NY,Elementary,Rural,1000Plus,ELA,Hispanic,Female,16Plus
MS,Elementary,Urban,1000Plus,Math,White,Female,16Plus
FL,High,Town,500to999,ELA,Hispanic,Female,16Plus
CA,Elementary,Rural,500to999,Math,White,Male,3to9
KS,Elementary,Town,250to499,NatSci,White,Female,16Plus
DE,Elementary,Rural,250to499,Math,White,Male,3to9
DE,Elementary,Rural,500to999,Math,Black,Male,10to15
DE,High,Suburban,1000Plus,NatSci,White,Female,16Plus
WI,Elementary,Suburban,250to499,ELA,Multirace,Female,16Plus
AR,Elementary,Suburban,250to499,Math,White,Female,3to9
FL,High,Suburban,250to499,NatSci,White,Female,3to9
MS,High,Suburban,250to499,Math,White,Female,10to15
TX,Elementary,Town,Lessthan250,ELA,White,Female,10to15
DE,Elementary,Suburban,500to999,ELA,Hispanic,Female,3to9
CA,Elementary,Urban,250to499,ELA,White,Female,3to9
SC,Middle,Urban,500to999,Math,Hispanic,Female,16Plus
MA,High,Suburban,1000Plus,Math,White,Male,16Plus
TX,Elementary,Suburban,500to999,NatSci,White,Female,10to15
TN,Elementary,Suburban,250to499,ELA,White,Female,16Plus
MN,High,Suburban,500to999,Math,White,Female,16Plus
DE,Elementary,Suburban,Lessthan250,NatSci,Black,Male,16Plus
FL,Elementary,Suburban,250to499,ELA,White,Male,3to9
NY,Middle,Urban,500to999,ELA,White,Female,10to15
MS,Elementary,Urban,1000Plus,ELA,White,Female,16Plus
CA,Elementary,Town,500to999,NatSci,Hispanic,Female,3to9
RI,High,Town,500to999,Math,White,Female,16Plus
CA,Elementary,Suburban,250to499,ELA,White,Female,10to15
TN,Elementary,Suburban,250to499,Math,White,Female,3to9
OH,Elementary,Urban,1000Plus,ELA,Hispanic,Female,10to15
AL,High,Rural,250to499,ELA,White,Female,16Plus
KY,Middle,Rural,500to999,Math,White,Female,3to9
OH,Elementary,Urban,1000Plus,ELA,White,Female,3to9
IL,Elementary,Town,250to499,NatSci,White,Male,16Plus
TN,Elementary,Suburban,250to499,NatSci,White,Female,3to9
AL,Middle,Town,1000Plus,NatSci,White,Female,10to15
MA,High,Rural,500to999,ELA,White,Female,10to15
TN,Elementary,Rural,500to999,ELA,White,Female,3to9
CA,Elementary,Town,Lessthan250,ELA,White,Female,16Plus
CT,Elementary,Rural,500to999,Math,White,Female,10to15
NE,Elementary,Urban,250to499,ELA,White,Female,16Plus
VA,Elementary,Rural,500to999,NatSci,White,Male,3to9
OH,Elementary,Rural,1000Plus,Math,White,Female,3to9
SC,Elementary,Urban,500to999,Math,White,Female,16Plus
VA,Elementary,Rural,Lessthan250,ELA,White,Female,3to9
OH,High,Suburban,500to999,Math,White,Female,3to9
DE,Elementary,Suburban,Lessthan250,Math,White,Female,3to9
MA,Middle,Suburban,1000Plus,Math,White,Female,16Plus
WI,Middle,Suburban,500to999,Math,White,Female,3to9
LA,High,Urban,500to999,NatSci,White,Female,16Plus
WV,High,Town,1000Plus,ELA,White,Male,16Plus
AR,High,Urban,1000Plus,Math,Other,Female,16Plus
WI,High,Town,1000Plus,NatSci,White,Female,10to15
MA,High,Rural,1000Plus,Math,White,Female,16Plus
KY,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
NC,High,Suburban,250to499,ELA,White,Female,16Plus
LA,Elementary,Rural,250to499,Math,White,Female,16Plus
TN,Elementary,Suburban,250to499,ELA,Hispanic,Female,3to9
MS,High,Rural,1000Plus,Math,White,Female,16Plus
RI,Middle,Town,250to499,NatSci,White,Female,16Plus
OH,High,Rural,500to999,NatSci,White,Male,16Plus
GA,Elementary,Suburban,250to499,Math,White,Female,3to9
NE,High,Suburban,250to499,ELA,White,Female,16Plus
OH,Elementary,Urban,1000Plus,Math,White,Female,3to9
OH,High,Rural,500to999,NatSci,White,Female,16Plus
DE,Elementary,Urban,250to499,NatSci,Hispanic,Male,16Plus
NE,Elementary,Rural,250to499,ELA,White,Male,3to9
NY,Elementary,Suburban,Lessthan250,Math,White,Female,3to9
LA,High,Urban,250to499,ELA,White,Female,16Plus
TN,Elementary,Suburban,1000Plus,ELA,White,Male,3to9
NY,Elementary,Rural,250to499,NatSci,White,Female,3to9
NM,High,Suburban,250to499,Math,White,Female,16Plus
KY,Elementary,Suburban,Lessthan250,ELA,White,Female,16Plus
AR,High,Urban,500to999,Math,White,Male,10to15
NY,High,Rural,250to499,Math,White,Female,10to15
AZ,Middle,Rural,500to999,Math,White,Female,3to9
MD,Elementary,Rural,250to499,ELA,White,Female,3to9
TN,Elementary,Rural,1000Plus,NatSci,White,Female,3to9
SC,High,Town,500to999,ELA,White,Female,10to15
RI,Elementary,Urban,500to999,NatSci,White,Male,10to15
FL,Elementary,Suburban,500to999,ELA,White,Female,3to9
TN,Middle,Suburban,500to999,NatSci,White,Female,3to9
NY,Middle,Urban,250to499,NatSci,White,Female,16Plus
CA,Elementary,Urban,250to499,Math,White,Female,3to9
FL,Elementary,Suburban,250to499,Math,White,Female,10to15
TN,High,Suburban,1000Plus,Math,White,Male,10to15
CA,Elementary,Suburban,Lessthan250,Math,White,Female,10to15
CA,High,Rural,250to499,ELA,White,Male,16Plus
LA,High,Rural,500to999,ELA,White,Female,10to15
KY,High,Suburban,1000Plus,Math,White,Female,10to15
NE,High,Urban,500to999,Math,White,Female,16Plus
KY,Elementary,Suburban,250to499,ELA,White,Female,10to15
MA,High,Suburban,250to499,ELA,White,Male,16Plus
AR,Elementary,Rural,1000Plus,ELA,White,Female,3to9
WI,Elementary,Suburban,500to999,ELA,White,Female,3to9
TN,Elementary,Suburban,250to499,Math,White,Female,3to9
NY,High,Suburban,250to499,NatSci,White,Female,16Plus
FL,Elementary,Suburban,250to499,Math,White,Female,Lessthan3
RI,High,Urban,1000Plus,NatSci,Black,Female,16Plus
MA,Middle,Urban,250to499,Math,White,Male,3to9
FL,Middle,Rural,1000Plus,ELA,White,Female,16Plus
RI,High,Town,250to499,Math,Black,Female,10to15
TN,Elementary,Urban,Lessthan250,ELA,White,Female,3to9
KY,Elementary,Rural,250to499,ELA,White,Female,16Plus
OH,Middle,Suburban,250to499,ELA,White,Female,16Plus
VA,Middle,Urban,250to499,ELA,White,Male,16Plus
VA,Middle,Town,500to999,Math,Black,Female,16Plus
TX,Elementary,Suburban,250to499,NatSci,Hispanic,Female,3to9
WI,Elementary,Rural,500to999,ELA,White,Male,10to15
NY,Elementary,Urban,250to499,ELA,White,Female,16Plus
WI,High,Urban,250to499,Math,White,Female,16Plus
FL,High,Urban,500to999,Math,White,Female,16Plus
FL,Middle,Suburban,500to999,ELA,White,Male,10to15
MA,Elementary,Suburban,500to999,Math,White,Female,16Plus
SC,Middle,Suburban,500to999,Math,White,Female,3to9
AR,Elementary,Rural,Lessthan250,ELA,White,Male,3to9
MA,High,Rural,250to499,ELA,White,Male,16Plus
WI,Elementary,Town,500to999,ELA,White,Female,16Plus
GA,Middle,Town,Lessthan250,ELA,White,Female,16Plus
MA,Elementary,Suburban,Lessthan250,Math,White,Female,3to9
DE,Elementary,Rural,250to499,ELA,White,Male,10to15
FL,Elementary,Urban,1000Plus,Math,Multirace,Female,3to9
DE,Elementary,Urban,250to499,ELA,White,Female,10to15
OH,High,Suburban,250to499,Math,White,Male,16Plus
NE,High,Urban,250to499,Math,White,Female,3to9
TX,Elementary,Urban,1000Plus,Math,White,Male,16Plus
AR,Elementary,Town,250to499,ELA,White,Female,16Plus
KY,Middle,Rural,250to499,ELA,White,Male,10to15
RI,Elementary,Rural,500to999,NatSci,White,Female,16Plus
FL,Elementary,Suburban,500to999,ELA,White,Female,3to9
AR,High,Suburban,1000Plus,NatSci,White,Female,Lessthan3
OR,High,Urban,250to499,ELA,White,Female,10to15
DE,Elementary,Urban,500to999,Math,Black,Male,3to9
TN,Elementary,Rural,500to999,NatSci,Hispanic,Female,16Plus
TX,Elementary,Rural,1000Plus,Math,White,Female,16Plus
NY,Elementary,Suburban,1000Plus,ELA,White,Female,3to9
RI,High,Rural,500to999,NatSci,White,Female,10to15
MA,Middle,Rural,250to499,ELA,White,Female,16Plus
NY,High,Rural,1000Plus,Math,White,Female,16Plus
OH,High,Urban,250to499,NatSci,White,Male,Lessthan3
KY,High,Town,250to499,Math,White,Female,16Plus
AZ,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
AR,Middle,Urban,Lessthan250,ELA,White,Female,3to9
NC,Middle,Town,250to499,ELA,White,Female,3to9
FL,Elementary,Suburban,500to999,Math,White,Male,16Plus
NY,Elementary,Town,250to499,NatSci,White,Female,16Plus
AR,Middle,Town,500to999,ELA,Black,Female,3to9
IL,High,Suburban,500to999,ELA,White,Male,10to15
NM,Elementary,Urban,250to499,NatSci,White,Female,16Plus
MS,Elementary,Rural,Lessthan250,NatSci,White,Male,16Plus
OK,Middle,Suburban,1000Plus,ELA,White,Female,16Plus
NY,High,Suburban,500to999,Math,White,Female,10to15
OH,Elementary,Town,1000Plus,Math,White,Female,16Plus
WI,Elementary,Urban,250to499,ELA,White,Female,16Plus
TX,Middle,Suburban,Lessthan250,NatSci,Asian,Male,16Plus
OH,Elementary,Town,250to499,ELA,White,Female,16Plus
MI,High,Rural,Lessthan250,NatSci,White,Female,3to9
TX,Elementary,Urban,500to999,ELA,White,Female,Lessthan3
WI,Elementary,Urban,500to999,ELA,White,Female,3to9
WI,High,Suburban,1000Plus,Math,White,Female,3to9
AR,Elementary,Suburban,500to999,NatSci,White,Female,16Plus
MA,Elementary,Rural,1000Plus,ELA,White,Female,10to15
MA,Elementary,Suburban,Lessthan250,ELA,White,Female,16Plus
OH,High,Urban,250to499,ELA,White,Female,16Plus
DE,High,Rural,500to999,NatSci,White,Male,10to15
NM,Elementary,Rural,500to999,Math,White,Female,10to15
TX,Elementary,Suburban,1000Plus,Math,White,Female,10to15
NY,Elementary,Suburban,250to499,ELA,Asian,Female,16Plus
DE,Elementary,Town,1000Plus,NatSci,Hispanic,Female,3to9
MS,Middle,Rural,500to999,NatSci,White,Female,16Plus
MA,High,Urban,500to999,NatSci,White,Male,10to15
FL,High,Town,250to499,ELA,White,Female,10to15
TX,Elementary,Suburban,500to999,Math,White,Female,3to9
MA,High,Urban,1000Plus,NatSci,White,Female,16Plus
MS,High,Suburban,250to499,NatSci,White,Female,3to9
CA,High,Suburban,1000Plus,Math,White,Female,10to15
NY,Elementary,Town,500to999,ELA,White,Female,16Plus
LA,Middle,Town,250to499,ELA,White,Female,16Plus
DE,Elementary,Urban,500to999,ELA,White,Male,16Plus
MO,Elementary,Urban,1000Plus,ELA,White,Female,10to15
OH,Elementary,Town,250to499,Math,White,Female,16Plus
PA,Middle,Urban,500to999,NatSci,White,Male,16Plus
MA,Middle,Suburban,500to999,ELA,White,Female,3to9
VA,Elementary,Suburban,500to999,NatSci,White,Female,10to15
DE,Elementary,Town,250to499,ELA,White,Female,3to9
OH,Elementary,Rural,250to499,ELA,White,Male,3to9
SC,Elementary,Urban,250to499,Math,Hispanic,Female,10to15
MS,Elementary,Urban,1000Plus,ELA,Hispanic,Male,3to9
DE,High,Suburban,500to999,ELA,White,Male,16Plus
WI,Elementary,Urban,250to499,NatSci,White,Female,16Plus
NY,High,Town,250to499,NatSci,White,Male,3to9
CA,Middle,Town,1000Plus,ELA,Hispanic,Female,3to9
MA,Elementary,Suburban,250to499,NatSci,Hispanic,Female,16Plus
NM,Middle,Urban,500to999,Math,White,Female,3to9
IL,Elementary,Rural,500to999,Math,Hispanic,Female,16Plus
AL,High,Suburban,500to999,Math,White,Female,10to15
MA,High,Town,1000Plus,Math,Black,Male,10to15
FL,Middle,Suburban,500to999,ELA,Hispanic,Female,3to9
NE,Elementary,Rural,500to999,NatSci,White,Female,3to9
NY,High,Suburban,250to499,ELA,White,Female,3to9
MA,High,Suburban,500to999,ELA,Hispanic,Female,16Plus
NY,Elementary,Rural,250to499,NatSci,White,Female,16Plus
DE,Middle,Suburban,500to999,NatSci,White,Female,10to15
DE,Middle,Suburban,1000Plus,ELA,White,Female,10to15
TN,High,Rural,1000Plus,ELA,Black,Female,3to9
KY,High,Urban,Lessthan250,Math,White,Male,16Plus
OK,High,Town,500to999,Math,White,Female,3to9
WV,Elementary,Rural,1000Plus,Math,White,Male,10to15
TX,Elementary,Urban,500to999,Math,White,Female,3to9
LA,Elementary,Rural,1000Plus,ELA,White,Female,16Plus
CA,Elementary,Town,1000Plus,NatSci,White,Female,16Plus
LA,High,Town,250to499,ELA,White,Male,16Plus
OH,Elementary,Suburban,500to999,ELA,Hispanic,Female,16Plus
MS,Elementary,Suburban,500to999,ELA,White,Female,16Plus
TN,Elementary,Rural,500to999,ELA,White,Female,16Plus
LA,Elementary,Town,1000Plus,Math,White,Female,10to15
WI,High,Urban,500to999,ELA,White,Male,3to9
KS,Elementary,Rural,1000Plus,Math,White,Female,3to9
NJ,Elementary,Urban,1000Plus,ELA,White,Female,3to9
MS,Elementary,Suburban,Lessthan250,NatSci,White,Female,16Plus
AR,High,Town,500to999,ELA,Black,Female,10to15
MA,Middle,Suburban,500to999,ELA,White,Female,16Plus
NM,Middle,Rural,250to499,ELA,White,Female,16Plus
NY,Middle,Rural,250to499,Math,Hispanic,Female,Lessthan3
IL,Elementary,Urban,500to999,ELA,White,Male,10to15
TN,Elementary,Suburban,500to999,ELA,White,Male,16Plus
MA,Elementary,Town,1000Plus,Math,White,Female,16Plus
AR,High,Town,250to499,Math,Hispanic,Female,3to9
VA,Middle,Town,250to499,ELA,Multirace,Male,3to9
OH,High,Urban,250to499,NatSci,White,Female,16Plus
OH,Elementary,Suburban,Lessthan250,Math,Hispanic,Female,16Plus
AR,Elementary,Suburban,250to499,Math,White,Female,16Plus
MS,High,Suburban,500to999,ELA,White,Female,16Plus
OH,Middle,Rural,500to999,NatSci,White,Female,16Plus
AL,Elementary,Urban,250to499,Math,White,Female,16Plus
NY,Middle,Rural,500to999,NatSci,Hispanic,Male,16Plus
WI,Elementary,Suburban,Lessthan250,Math,White,Female,16Plus
RI,Elementary,Suburban,1000Plus,Math,Multirace,Male,10to15
KY,High,Urban,1000Plus,ELA,White,Female,3to9
NE,Middle,Urban,250to499,ELA,White,Female,3to9
FL,Elementary,Town,250to499,Math,White,Female,3to9
TX,High,Town,500to999,ELA,White,Female,3to9
TN,Middle,Urban,500to999,ELA,White,Female,10to15
TX,Elementary,Suburban,250to499,Math,White,Female,10to15
AR,Middle,Suburban,500to999,Math,White,Female,10to15
IL,Elementary,Urban,500to999,Math,Black,Female,10to15
DE,Elementary,Suburban,250to499,Math,Hispanic,Female,3to9
MA,Elementary,Suburban,500to999,ELA,White,Female,16Plus
TN,Elementary,Urban,1000Plus,ELA,White,Female,16Plus
LA,Elementary,Urban,1000Plus,Math,White,Female,3to9
CA,High,Town,250to499,ELA,White,Female,16Plus
LA,Middle,Suburban,500to999,ELA,White,Female,16Plus
