State,School_Level,School_Locality,School_Size,Subject,Race,Gender,Experience,pop_total
OH,High,Urban,250to499,Math,White,Female,16Plus,5
OH,High,Urban,250to499,Math,White,Male,16Plus,11
OH,High,Urban,250to499,NatSci,Black,Female,3to9,8
OH,High,Urban,250to499,NatSci,White,Female,10to15,14
OH,High,Urban,250to499,NatSci,White,Female,16Plus,13
OH,High,Urban,250to499,NatSci,White,Male,Lessthan3,13
OH,High,Urban,500to999,ELA,White,Female,3to9,12
OH,High,Urban,500to999,ELA,White,Female,10to15,18
OH,High,Urban,500to999,ELA,White,Female,16Plus,35
OH,High,Urban,500to999,ELA,White,Male,3to9,15
OH,High,Urban,500to999,Math,White,Female,3to9,13
OH,High,Urban,500to999,Math,White,Female,16Plus,7
OH,High,Urban,500to999,Math,White,Male,16Plus,6
OH,High,Urban,500to999,NatSci,White,Female,3to9,21
OH,High,Urban,500to999,NatSci,White,Female,16Plus,13
OH,High,Urban,Lessthan250,ELA,Black,Female,16Plus,11
OH,High,Urban,Lessthan250,Math,White,Female,3to9,15
OH,High,Urban,Lessthan250,Math,White,Female,16Plus,4
OH,High,Urban,Lessthan250,NatSci,White,Female,16Plus,22
OH,Middle,Rural,1000Plus,ELA,White,Female,16Plus,9
OH,Middle,Rural,1000Plus,Math,NHPI,Female,10to15,6
OH,Middle,Rural,1000Plus,Math,White,Female,10to15,21
OH,Middle,Rural,1000Plus,Math,White,Male,16Plus,23
OH,Middle,Rural,1000Plus,NatSci,Black,Female,16Plus,6
OH,Middle,Rural,1000Plus,NatSci,White,Female,3to9,13
OH,Middle,Rural,1000Plus,NatSci,White,Female,10to15,35
OH,Middle,Rural,250to499,ELA,Asian,Female,16Plus,3
OH,Middle,Rural,250to499,ELA,Black,Female,16Plus,19
OH,Middle,Rural,250to499,ELA,White,Female,10to15,3
OH,Middle,Rural,250to499,ELA,White,Female,16Plus,9
OH,Middle,Rural,250to499,ELA,White,Male,3to9,9
OH,Middle,Rural,250to499,Math,Hispanic,Male,16Plus,7
OH,Middle,Rural,250to499,NatSci,White,Female,10to15,16
OH,Middle,Rural,250to499,NatSci,White,Female,16Plus,31
OH,Middle,Rural,250to499,NatSci,White,Male,10to15,10
OH,Middle,Rural,500to999,ELA,White,Female,3to9,10
OH,Middle,Rural,500to999,ELA,White,Female,16Plus,15
OH,Middle,Rural,500to999,Math,White,Female,3to9,6
OH,Middle,Rural,500to999,Math,White,Female,16Plus,11
OH,Middle,Rural,500to999,Math,White,Male,16Plus,6
OH,Middle,Rural,500to999,NatSci,White,Female,Lessthan3,19
OH,Middle,Rural,500to999,NatSci,White,Female,16Plus,11
OH,Middle,Rural,500to999,NatSci,White,Male,10to15,11
OH,Middle,Rural,Lessthan250,Math,White,Male,3to9,14
OH,Middle,Suburban,1000Plus,ELA,White,Male,3to9,7
OH,Middle,Suburban,1000Plus,Math,Multirace,Female,10to15,12
OH,Middle,Suburban,1000Plus,Math,White,Female,16Plus,22
OH,Middle,Suburban,1000Plus,NatSci,White,Female,16Plus,15
OH,Middle,Suburban,1000Plus,NatSci,White,Male,3to9,4
OH,Middle,Suburban,250to499,ELA,White,Female,3to9,8
OH,Middle,Suburban,250to499,ELA,White,Female,10to15,3
OH,Middle,Suburban,250to499,ELA,White,Female,16Plus,15
OH,Middle,Suburban,250to499,Math,Black,Female,3to9,3
OH,Middle,Suburban,250to499,Math,White,Female,10to15,18
OH,Middle,Suburban,250to499,Math,White,Female,16Plus,24
OH,Middle,Suburban,250to499,Math,White,Male,10to15,22
OH,Middle,Suburban,250to499,NatSci,White,Female,3to9,18
OH,Middle,Suburban,500to999,ELA,AIAN,Female,10to15,12
OH,Middle,Suburban,500to999,ELA,White,Female,16Plus,8
OH,Middle,Suburban,500to999,ELA,White,Male,16Plus,14
OH,Middle,Suburban,500to999,Math,Black,Male,10to15,7
OH,Middle,Suburban,500to999,Math,Hispanic,Female,10to15,14
OH,Middle,Suburban,500to999,Math,Hispanic,Female,16Plus,3
OH,Middle,Suburban,500to999,Math,Hispanic,Male,10to15,12
OH,Middle,Suburban,500to999,Math,White,Female,10to15,9
OH,Middle,Suburban,500to999,Math,White,Female,16Plus,14
OH,Middle,Suburban,500to999,NatSci,Asian,Female,16Plus,9
OH,Middle,Suburban,500to999,NatSci,Black,Female,3to9,5
OH,Middle,Suburban,500to999,NatSci,Hispanic,Female,16Plus,19
OH,Middle,Suburban,500to999,NatSci,White,Female,16Plus,7
OH,Middle,Suburban,Lessthan250,ELA,White,Female,3to9,15
OH,Middle,Suburban,Lessthan250,ELA,White,Female,16Plus,9
OH,Middle,Suburban,Lessthan250,Math,Black,Female,16Plus,15
OH,Middle,Town,1000Plus,ELA,White,Female,Lessthan3,27
OH,Middle,Town,1000Plus,ELA,White,Female,10to15,16
OH,Middle,Town,1000Plus,Math,Black,Female,10to15,14
OH,Middle,Town,1000Plus,Math,White,Female,10to15,4
OH,Middle,Town,1000Plus,NatSci,White,Male,3to9,19
OH,Middle,Town,250to499,ELA,White,Female,10to15,6
OH,Middle,Town,250to499,ELA,White,Female,16Plus,13
OH,Middle,Town,250to499,ELA,White,Male,16Plus,15
OH,Middle,Town,250to499,NatSci,White,Female,3to9,13
OH,Middle,Town,500to999,ELA,Black,Male,3to9,7
OH,Middle,Town,500to999,ELA,Multirace,Male,3to9,12
OH,Middle,Town,500to999,ELA,White,Female,3to9,18
OH,Middle,Town,500to999,ELA,White,Female,10to15,16
OH,Middle,Town,500to999,ELA,White,Female,16Plus,15
OH,Middle,Town,500to999,Math,White,Female,10to15,5
OH,Middle,Town,500to999,Math,White,Female,16Plus,16
OH,Middle,Town,500to999,Math,White,Male,10to15,8
OH,Middle,Town,500to999,NatSci,White,Female,16Plus,21
OH,Middle,Town,500to999,NatSci,White,Male,16Plus,7
OH,Middle,Urban,1000Plus,ELA,White,Female,16Plus,22
OH,Middle,Urban,1000Plus,Math,Hispanic,Female,10to15,19
OH,Middle,Urban,1000Plus,Math,White,Female,10to15,11
OH,Middle,Urban,1000Plus,NatSci,White,Female,10to15,17
OH,Middle,Urban,1000Plus,NatSci,White,Male,16Plus,19
OH,Middle,Urban,250to499,ELA,Hispanic,Female,10to15,14
OH,Middle,Urban,250to499,ELA,White,Female,3to9,18
OH,Middle,Urban,250to499,ELA,White,Female,16Plus,32
OH,Middle,Urban,250to499,Math,Asian,Female,3to9,9
OH,Middle,Urban,250to499,Math,Black,Female,16Plus,14
OH,Middle,Urban,250to499,Math,White,Female,3to9,5
OH,Middle,Urban,250to499,Math,White,Female,10to15,12
OH,Middle,Urban,250to499,NatSci,White,Female,16Plus,9
OH,Middle,Urban,250to499,NatSci,White,Male,16Plus,8
OH,Middle,Urban,500to999,ELA,White,Female,Lessthan3,5
OH,Middle,Urban,500to999,ELA,White,Female,3to9,5
OH,Middle,Urban,500to999,ELA,White,Female,10to15,12
OH,Middle,Urban,500to999,ELA,White,Female,16Plus,10
OH,Middle,Urban,500to999,Math,White,Female,10to15,14
OH,Middle,Urban,500to999,NatSci,White,Female,16Plus,29
OH,Middle,Urban,Lessthan250,NatSci,White,Female,10to15,6
OH,Middle,Urban,Lessthan250,NatSci,White,Male,16Plus,18
OK,Elementary,Rural,1000Plus,ELA,Black,Female,10to15,12
OK,Elementary,Rural,1000Plus,ELA,White,Female,3to9,10
OK,Elementary,Rural,1000Plus,ELA,White,Female,10to15,3
OK,Elementary,Rural,1000Plus,ELA,White,Female,16Plus,7
OK,Elementary,Rural,1000Plus,Math,White,Female,16Plus,4
OK,Elementary,Rural,250to499,ELA,White,Female,3to9,16
OK,Elementary,Rural,250to499,Math,Hispanic,Female,16Plus,5
OK,Elementary,Rural,250to499,Math,White,Female,10to15,11
OK,Elementary,Rural,250to499,NatSci,Hispanic,Female,3to9,22
OK,Elementary,Rural,500to999,ELA,White,Female,3to9,23
OK,Elementary,Rural,500to999,Math,White,Female,3to9,14
OK,Elementary,Rural,500to999,NatSci,White,Female,16Plus,9
OK,Elementary,Suburban,1000Plus,ELA,White,Female,3to9,4
OK,Elementary,Suburban,1000Plus,ELA,White,Female,10to15,4
OK,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus,15
OK,Elementary,Suburban,1000Plus,Math,White,Female,3to9,15
OK,Elementary,Suburban,1000Plus,Math,White,Female,16Plus,13
OK,Elementary,Suburban,1000Plus,NatSci,Hispanic,Female,16Plus,17
OK,Elementary,Suburban,1000Plus,NatSci,White,Female,16Plus,14
OK,Elementary,Suburban,250to499,ELA,White,Female,10to15,9
OK,Elementary,Suburban,250to499,ELA,White,Female,16Plus,8
OK,Elementary,Suburban,250to499,Math,White,Female,Lessthan3,18
OK,Elementary,Suburban,250to499,Math,White,Female,3to9,13
OK,Elementary,Suburban,250to499,NatSci,Hispanic,Female,3to9,8
OK,Elementary,Suburban,250to499,NatSci,White,Female,10to15,13
OK,Elementary,Suburban,250to499,NatSci,White,Female,16Plus,11
OK,Elementary,Suburban,500to999,ELA,White,Female,3to9,13
OK,Elementary,Suburban,500to999,ELA,White,Female,10to15,12
OK,Elementary,Suburban,500to999,ELA,White,Female,16Plus,16
OK,Elementary,Suburban,500to999,Math,Hispanic,Female,3to9,4
OK,Elementary,Suburban,500to999,Math,Hispanic,Female,10to15,19
OK,Elementary,Suburban,500to999,Math,White,Female,16Plus,20
OK,Elementary,Suburban,500to999,Math,White,Male,16Plus,6
OK,Elementary,Suburban,500to999,NatSci,White,Female,16Plus,22
OK,Elementary,Suburban,500to999,NatSci,White,Male,10to15,10
OK,Elementary,Town,1000Plus,ELA,White,Female,3to9,8
OK,Elementary,Town,1000Plus,NatSci,Hispanic,Female,16Plus,5
OK,Elementary,Town,250to499,NatSci,Hispanic,Female,10to15,7
OK,Elementary,Town,500to999,ELA,Black,Female,10to15,11
OK,Elementary,Town,500to999,Math,Black,Female,10to15,1
OK,Elementary,Town,500to999,Math,Black,Female,16Plus,5
OK,Elementary,Town,500to999,Math,White,Female,16Plus,2
OK,Elementary,Town,500to999,NatSci,White,Female,10to15,14
OK,Elementary,Town,500to999,NatSci,White,Male,10to15,12
OK,Elementary,Town,500to999,NatSci,White,Male,16Plus,8
OK,Elementary,Town,Lessthan250,NatSci,Black,Female,10to15,14
OK,Elementary,Town,Lessthan250,NatSci,White,Female,10to15,3
OK,Elementary,Urban,1000Plus,Math,Black,Female,3to9,10
OK,Elementary,Urban,1000Plus,Math,White,Female,16Plus,10
OK,Elementary,Urban,1000Plus,NatSci,White,Female,3to9,13
OK,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus,8
OK,Elementary,Urban,250to499,ELA,Other,Female,16Plus,16
OK,Elementary,Urban,250to499,ELA,White,Female,16Plus,18
OK,Elementary,Urban,250to499,ELA,White,Male,3to9,4
OK,Elementary,Urban,250to499,Math,White,Female,16Plus,6
OK,Elementary,Urban,250to499,Math,White,Male,16Plus,21
OK,Elementary,Urban,500to999,ELA,Hispanic,Female,16Plus,11
OK,Elementary,Urban,500to999,ELA,White,Female,3to9,19
OK,Elementary,Urban,500to999,ELA,White,Male,10to15,6
OK,High,Rural,1000Plus,NatSci,White,Male,16Plus,15
OK,High,Rural,250to499,ELA,White,Female,3to9,13
OK,High,Rural,250to499,ELA,White,Female,16Plus,22
OK,High,Rural,250to499,Math,White,Female,16Plus,7
OK,High,Rural,500to999,ELA,Hispanic,Female,16Plus,9
OK,High,Rural,500to999,ELA,White,Male,16Plus,24
OK,High,Rural,500to999,Math,White,Female,3to9,18
OK,High,Rural,500to999,Math,White,Female,16Plus,4
OK,High,Rural,500to999,NatSci,White,Female,3to9,9
OK,High,Rural,500to999,NatSci,White,Female,16Plus,16
OK,High,Rural,Lessthan250,ELA,White,Female,3to9,11
OK,High,Rural,Lessthan250,ELA,White,Female,10to15,13
OK,High,Suburban,1000Plus,ELA,White,Female,16Plus,22
OK,High,Suburban,1000Plus,Math,White,Male,3to9,3
OK,High,Suburban,1000Plus,NatSci,Hispanic,Female,10to15,6
OK,High,Suburban,250to499,ELA,White,Female,3to9,17
OK,High,Suburban,250to499,ELA,White,Female,16Plus,9
OK,High,Suburban,250to499,Math,White,Male,16Plus,11
OK,High,Suburban,250to499,NatSci,Hispanic,Female,10to15,10
OK,High,Suburban,250to499,NatSci,White,Male,10to15,19
OK,High,Suburban,500to999,ELA,White,Female,3to9,10
OK,High,Suburban,500to999,ELA,White,Female,10to15,12
OK,High,Suburban,500to999,ELA,White,Female,16Plus,14
OK,High,Suburban,500to999,ELA,White,Male,16Plus,15
OK,High,Suburban,500to999,Math,Other,Female,16Plus,20
OK,High,Suburban,500to999,Math,White,Female,3to9,25
OK,High,Suburban,500to999,Math,White,Female,16Plus,19
OK,High,Suburban,500to999,NatSci,White,Female,16Plus,19
OK,High,Suburban,500to999,NatSci,White,Male,3to9,16
OK,High,Town,1000Plus,ELA,White,Female,10to15,24
OK,High,Town,1000Plus,ELA,White,Male,10to15,5
OK,High,Town,500to999,ELA,Hispanic,Female,10to15,15
OK,High,Town,500to999,Math,Multirace,Female,16Plus,14
OK,High,Town,500to999,Math,White,Female,3to9,16
OK,High,Town,500to999,NatSci,White,Female,16Plus,14
OK,High,Urban,1000Plus,Math,White,Female,16Plus,11
OK,High,Urban,1000Plus,NatSci,Black,Female,10to15,13
OK,High,Urban,1000Plus,NatSci,White,Female,16Plus,6
OK,High,Urban,250to499,ELA,White,Female,16Plus,12
OK,High,Urban,250to499,Math,White,Female,3to9,5
OK,High,Urban,250to499,NatSci,White,Female,16Plus,13
OK,High,Urban,250to499,NatSci,White,Male,3to9,16
OK,High,Urban,500to999,Math,White,Male,3to9,3
OK,High,Urban,500to999,NatSci,White,Female,3to9,5
OK,High,Urban,Lessthan250,NatSci,White,Female,16Plus,7
OK,Middle,Rural,1000Plus,ELA,Black,Female,10to15,11
OK,Middle,Rural,1000Plus,Math,White,Female,3to9,26
OK,Middle,Rural,250to499,ELA,White,Female,10to15,9
OK,Middle,Rural,250to499,NatSci,White,Male,16Plus,15
OK,Middle,Rural,500to999,ELA,White,Female,10to15,10
OK,Middle,Rural,500to999,ELA,White,Female,16Plus,22
OK,Middle,Rural,500to999,Math,White,Female,3to9,18
OK,Middle,Rural,500to999,Math,White,Female,10to15,16
OK,Middle,Rural,Lessthan250,Math,White,Female,16Plus,7
OK,Middle,Suburban,1000Plus,ELA,White,Female,16Plus,13
OK,Middle,Suburban,1000Plus,Math,White,Female,3to9,8
OK,Middle,Suburban,1000Plus,Math,White,Female,16Plus,9
OK,Middle,Suburban,250to499,ELA,Multirace,Female,16Plus,12
OK,Middle,Suburban,250to499,ELA,White,Female,3to9,15
OK,Middle,Suburban,250to499,ELA,White,Female,10to15,20
OK,Middle,Suburban,250to499,ELA,White,Female,16Plus,12
OK,Middle,Suburban,250to499,Math,White,Female,10to15,6
OK,Middle,Suburban,250to499,Math,White,Male,16Plus,27
OK,Middle,Suburban,500to999,Math,Hispanic,Female,3to9,16
OK,Middle,Suburban,500to999,Math,White,Female,16Plus,22
OK,Middle,Suburban,500to999,NatSci,White,Female,16Plus,15
OK,Middle,Suburban,Lessthan250,Math,White,Female,3to9,9
OK,Middle,Town,1000Plus,ELA,White,Female,16Plus,16
OK,Middle,Town,250to499,Math,White,Female,16Plus,6
OK,Middle,Town,250to499,NatSci,AIAN,Female,16Plus,14
OK,Middle,Town,500to999,NatSci,White,Female,16Plus,20
OK,Middle,Town,Lessthan250,ELA,White,Female,10to15,13
OK,Middle,Urban,1000Plus,ELA,White,Female,10to15,17
OK,Middle,Urban,1000Plus,Math,White,Female,3to9,20
OK,Middle,Urban,1000Plus,NatSci,White,Female,16Plus,12
OK,Middle,Urban,250to499,Math,White,Female,10to15,7
OK,Middle,Urban,500to999,ELA,White,Female,16Plus,4
OK,Middle,Urban,500to999,Math,White,Female,16Plus,9
OR,Elementary,Rural,250to499,ELA,White,Female,3to9,7
OR,Elementary,Rural,250to499,Math,White,Female,3to9,14
OR,Elementary,Rural,250to499,Math,White,Female,10to15,22
OR,Elementary,Rural,500to999,NatSci,White,Male,16Plus,13
OR,Elementary,Suburban,250to499,Math,Black,Male,16Plus,6
OR,Elementary,Suburban,500to999,ELA,White,Female,16Plus,16
OR,Elementary,Urban,250to499,NatSci,White,Female,10to15,20
OR,Elementary,Urban,500to999,ELA,Asian,Female,3to9,13
OR,Elementary,Urban,500to999,NatSci,White,Female,3to9,7
OR,High,Rural,1000Plus,NatSci,White,Female,10to15,3
OR,High,Rural,250to499,Math,Black,Female,3to9,7
OR,High,Rural,250to499,Math,White,Male,16Plus,14
OR,High,Rural,500to999,ELA,White,Female,10to15,16
OR,High,Rural,500to999,NatSci,White,Female,16Plus,15
OR,High,Suburban,250to499,NatSci,White,Female,16Plus,15
OR,High,Town,500to999,Math,White,Female,16Plus,14
OR,High,Urban,250to499,ELA,White,Female,10to15,11
OR,Middle,Urban,1000Plus,Math,White,Female,10to15,7
PA,Elementary,Rural,1000Plus,Math,White,Female,3to9,15
PA,Elementary,Rural,250to499,ELA,Hispanic,Female,3to9,13
PA,Elementary,Rural,250to499,Math,Hispanic,Female,16Plus,10
PA,Elementary,Rural,250to499,Math,White,Female,10to15,18
PA,Elementary,Rural,250to499,Math,White,Female,16Plus,11
PA,Elementary,Rural,250to499,NatSci,White,Female,3to9,5
PA,Elementary,Rural,250to499,NatSci,White,Female,10to15,8
PA,Elementary,Rural,500to999,ELA,White,Female,16Plus,11
PA,Elementary,Rural,500to999,Math,White,Female,3to9,12
PA,Elementary,Rural,500to999,NatSci,Black,Female,10to15,9
PA,Elementary,Rural,500to999,NatSci,White,Female,3to9,15
PA,Elementary,Rural,500to999,NatSci,White,Female,10to15,10
PA,Elementary,Rural,Lessthan250,NatSci,White,Female,10to15,3
PA,Elementary,Suburban,1000Plus,ELA,Other,Male,16Plus,5
PA,Elementary,Suburban,1000Plus,Math,Hispanic,Female,16Plus,9
PA,Elementary,Suburban,1000Plus,NatSci,White,Female,16Plus,11
PA,Elementary,Suburban,250to499,Math,White,Female,3to9,15
PA,Elementary,Suburban,250to499,NatSci,Hispanic,Female,16Plus,15
PA,Elementary,Suburban,250to499,NatSci,White,Female,16Plus,18
PA,Elementary,Suburban,500to999,ELA,White,Female,16Plus,28
PA,Elementary,Suburban,500to999,ELA,White,Male,16Plus,10
PA,Elementary,Suburban,500to999,Math,White,Female,10to15,30
PA,Elementary,Suburban,500to999,NatSci,White,Female,16Plus,13
PA,Elementary,Suburban,500to999,NatSci,White,Male,16Plus,13
PA,Elementary,Suburban,Lessthan250,ELA,White,Female,16Plus,5
PA,Elementary,Suburban,Lessthan250,Math,White,Female,16Plus,26
PA,Elementary,Town,1000Plus,NatSci,White,Female,16Plus,9
PA,Elementary,Town,250to499,Math,White,Male,10to15,4
PA,Elementary,Town,250to499,NatSci,Multirace,Female,3to9,15
PA,Elementary,Town,250to499,NatSci,White,Female,16Plus,13
PA,Elementary,Town,500to999,Math,White,Female,16Plus,16
PA,Elementary,Town,Lessthan250,Math,White,Female,16Plus,6
PA,Elementary,Urban,1000Plus,NatSci,White,Female,3to9,6
PA,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus,15
PA,Elementary,Urban,250to499,ELA,Black,Female,16Plus,3
PA,Elementary,Urban,250to499,ELA,White,Female,16Plus,21
PA,Elementary,Urban,250to499,ELA,White,Male,16Plus,14
PA,Elementary,Urban,250to499,NatSci,White,Male,10to15,17
PA,Elementary,Urban,Lessthan250,NatSci,Black,Female,16Plus,12
PA,High,Rural,1000Plus,ELA,White,Female,3to9,14
PA,High,Rural,1000Plus,Math,White,Female,10to15,8
PA,High,Rural,250to499,ELA,White,Female,16Plus,15
PA,High,Rural,250to499,NatSci,White,Female,16Plus,12
PA,High,Suburban,1000Plus,NatSci,Black,Female,3to9,6
PA,High,Suburban,250to499,ELA,White,Female,16Plus,19
PA,High,Suburban,250to499,Math,White,Female,3to9,8
PA,High,Suburban,250to499,Math,White,Male,3to9,8
PA,High,Suburban,250to499,NatSci,White,Female,16Plus,12
PA,High,Suburban,500to999,ELA,White,Female,10to15,3
PA,High,Suburban,500to999,Math,White,Female,10to15,16
PA,High,Suburban,Lessthan250,ELA,White,Female,16Plus,2
PA,High,Town,250to499,ELA,White,Female,10to15,15
PA,High,Town,250to499,NatSci,White,Female,10to15,7
PA,High,Town,500to999,NatSci,Asian,Male,3to9,8
PA,High,Urban,1000Plus,ELA,White,Female,16Plus,3
PA,High,Urban,1000Plus,NatSci,White,Female,10to15,13
PA,High,Urban,250to499,Math,White,Female,16Plus,7
PA,Middle,Rural,1000Plus,Math,White,Female,10to15,16
PA,Middle,Rural,250to499,ELA,White,Female,10to15,6
PA,Middle,Rural,500to999,ELA,White,Female,16Plus,15
PA,Middle,Rural,500to999,Math,White,Female,16Plus,5
PA,Middle,Suburban,1000Plus,Math,White,Female,16Plus,9
PA,Middle,Suburban,250to499,NatSci,White,Female,16Plus,8
PA,Middle,Suburban,500to999,NatSci,White,Female,10to15,15
PA,Middle,Urban,1000Plus,ELA,White,Female,3to9,21
PA,Middle,Urban,1000Plus,ELA,White,Female,16Plus,14
PA,Middle,Urban,1000Plus,NatSci,Black,Female,16Plus,7
PA,Middle,Urban,250to499,NatSci,White,Female,16Plus,5
PA,Middle,Urban,500to999,ELA,Black,Female,16Plus,4
PA,Middle,Urban,500to999,ELA,White,Female,16Plus,7
PA,Middle,Urban,500to999,NatSci,White,Male,16Plus,5
RI,Elementary,Rural,1000Plus,ELA,Asian,Female,16Plus,10
RI,Elementary,Rural,1000Plus,ELA,Black,Female,10to15,9
RI,Elementary,Rural,1000Plus,ELA,Multirace,Female,10to15,18
RI,Elementary,Rural,1000Plus,ELA,White,Female,Lessthan3,8
RI,Elementary,Rural,1000Plus,ELA,White,Female,3to9,20
RI,Elementary,Rural,1000Plus,ELA,White,Female,10to15,9
RI,Elementary,Rural,1000Plus,ELA,White,Female,16Plus,19
RI,Elementary,Rural,1000Plus,ELA,White,Male,16Plus,26
RI,Elementary,Rural,1000Plus,Math,White,Female,10to15,28
RI,Elementary,Rural,1000Plus,Math,White,Female,16Plus,19
RI,Elementary,Rural,1000Plus,Math,White,Male,16Plus,13
RI,Elementary,Rural,1000Plus,NatSci,AIAN,Female,16Plus,16
RI,Elementary,Rural,1000Plus,NatSci,Hispanic,Female,10to15,6
RI,Elementary,Rural,1000Plus,NatSci,White,Female,16Plus,13
RI,Elementary,Rural,1000Plus,NatSci,White,Male,10to15,4
RI,Elementary,Rural,250to499,ELA,Black,Female,16Plus,14
RI,Elementary,Rural,250to499,ELA,Hispanic,Male,3to9,14
RI,Elementary,Rural,250to499,ELA,White,Female,3to9,3
RI,Elementary,Rural,250to499,ELA,White,Female,16Plus,17
RI,Elementary,Rural,250to499,ELA,White,Male,10to15,7
RI,Elementary,Rural,250to499,Math,Black,Female,16Plus,18
RI,Elementary,Rural,250to499,Math,White,Female,3to9,15
RI,Elementary,Rural,250to499,Math,White,Female,10to15,10
RI,Elementary,Rural,250to499,NatSci,Hispanic,Female,16Plus,17
RI,Elementary,Rural,250to499,NatSci,White,Female,Lessthan3,11
RI,Elementary,Rural,250to499,NatSci,White,Female,10to15,8
RI,Elementary,Rural,250to499,NatSci,White,Female,16Plus,22
RI,Elementary,Rural,500to999,ELA,Hispanic,Female,3to9,5
RI,Elementary,Rural,500to999,ELA,White,Female,3to9,13
RI,Elementary,Rural,500to999,ELA,White,Female,16Plus,14
RI,Elementary,Rural,500to999,Math,White,Female,3to9,9
RI,Elementary,Rural,500to999,Math,White,Female,16Plus,28
RI,Elementary,Rural,500to999,Math,White,Male,10to15,16
RI,Elementary,Rural,500to999,NatSci,White,Female,3to9,17
RI,Elementary,Rural,500to999,NatSci,White,Female,10to15,23
RI,Elementary,Rural,500to999,NatSci,White,Female,16Plus,25
RI,Elementary,Rural,Lessthan250,ELA,White,Male,16Plus,13
RI,Elementary,Suburban,1000Plus,ELA,Black,Female,3to9,19
RI,Elementary,Suburban,1000Plus,ELA,Black,Female,10to15,12
RI,Elementary,Suburban,1000Plus,ELA,White,Female,3to9,16
RI,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus,13
RI,Elementary,Suburban,1000Plus,ELA,White,Male,10to15,9
RI,Elementary,Suburban,1000Plus,ELA,White,Male,16Plus,15
RI,Elementary,Suburban,1000Plus,Math,Hispanic,Female,16Plus,14
RI,Elementary,Suburban,1000Plus,Math,Multirace,Male,10to15,14
RI,Elementary,Suburban,1000Plus,Math,White,Female,10to15,11
RI,Elementary,Suburban,1000Plus,Math,White,Female,16Plus,18
RI,Elementary,Suburban,1000Plus,NatSci,White,Female,3to9,12
RI,Elementary,Suburban,250to499,ELA,Black,Female,10to15,17
RI,Elementary,Suburban,250to499,ELA,Black,Male,10to15,10
RI,Elementary,Suburban,250to499,ELA,Hispanic,Female,3to9,16
RI,Elementary,Suburban,250to499,ELA,Hispanic,Female,16Plus,16
RI,Elementary,Suburban,250to499,ELA,Hispanic,Male,10to15,8
RI,Elementary,Suburban,250to499,ELA,White,Female,3to9,8
RI,Elementary,Suburban,250to499,ELA,White,Female,10to15,27
RI,Elementary,Suburban,250to499,ELA,White,Female,16Plus,37
RI,Elementary,Suburban,250to499,ELA,White,Male,10to15,9
RI,Elementary,Suburban,250to499,Math,White,Female,3to9,25
RI,Elementary,Suburban,250to499,Math,White,Female,10to15,26
RI,Elementary,Suburban,250to499,Math,White,Female,16Plus,9
RI,Elementary,Suburban,250to499,Math,White,Male,Lessthan3,17
RI,Elementary,Suburban,250to499,Math,White,Male,3to9,15
RI,Elementary,Suburban,250to499,Math,White,Male,16Plus,3
RI,Elementary,Suburban,250to499,NatSci,Hispanic,Female,16Plus,6
RI,Elementary,Suburban,250to499,NatSci,White,Female,3to9,7
RI,Elementary,Suburban,250to499,NatSci,White,Female,10to15,8
RI,Elementary,Suburban,250to499,NatSci,White,Female,16Plus,27
RI,Elementary,Suburban,500to999,ELA,Hispanic,Male,10to15,6
RI,Elementary,Suburban,500to999,ELA,White,Female,3to9,15
RI,Elementary,Suburban,500to999,ELA,White,Female,10to15,28
RI,Elementary,Suburban,500to999,ELA,White,Female,16Plus,51
RI,Elementary,Suburban,500to999,ELA,White,Male,3to9,10
RI,Elementary,Suburban,500to999,ELA,White,Male,16Plus,22
RI,Elementary,Suburban,500to999,Math,Black,Male,10to15,10
RI,Elementary,Suburban,500to999,Math,White,Female,10to15,17
RI,Elementary,Suburban,500to999,Math,White,Female,16Plus,18
RI,Elementary,Suburban,500to999,Math,White,Male,3to9,2
RI,Elementary,Suburban,500to999,NatSci,Asian,Male,10to15,8
RI,Elementary,Suburban,500to999,NatSci,Black,Female,10to15,9
RI,Elementary,Suburban,500to999,NatSci,Hispanic,Female,16Plus,17
RI,Elementary,Suburban,500to999,NatSci,White,Female,3to9,4
RI,Elementary,Suburban,500to999,NatSci,White,Female,16Plus,19
RI,Elementary,Suburban,500to999,NatSci,White,Male,16Plus,23
RI,Elementary,Suburban,Lessthan250,ELA,White,Female,10to15,9
RI,Elementary,Suburban,Lessthan250,Math,White,Female,3to9,16
RI,Elementary,Suburban,Lessthan250,Math,White,Female,16Plus,3
RI,Elementary,Suburban,Lessthan250,Math,White,Male,16Plus,12
RI,Elementary,Suburban,Lessthan250,NatSci,White,Female,16Plus,18
RI,Elementary,Town,1000Plus,ELA,White,Female,3to9,7
RI,Elementary,Town,1000Plus,Math,Black,Female,16Plus,14
RI,Elementary,Town,1000Plus,Math,White,Female,3to9,14
RI,Elementary,Town,1000Plus,Math,White,Female,16Plus,7
RI,Elementary,Town,1000Plus,NatSci,White,Female,3to9,20
RI,Elementary,Town,1000Plus,NatSci,White,Female,16Plus,9
RI,Elementary,Town,1000Plus,NatSci,White,Male,3to9,14
RI,Elementary,Town,250to499,ELA,White,Female,3to9,23
